index,index at directory,label,link,number of tokens,number of verbs,number of subjunctive and imperative verbs,number of adjectives,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,percentage of news with speeling errors,emotiveness,diversity
5478,930-meta.txt,true,https://g1.globo.com/rio-de-janeiro/noticia/mais-de-100-mototaxistas-foram-autuados-por-bloquearem-a-estrada-lagoa-barra-em-manifestacao.ghtml,677,53,0,20,0,0,15,0.00695652,0.14978,0.565217
5479,1631-meta.txt,true,https://g1.globo.com/rio-de-janeiro/noticia/com-cabeca-raspada-eike-batista-e-transferido-de-presidio.ghtml,731,118,2,25,3,1,39,0.0,0.188612,0.564145
5480,330-meta.txt,true,https://g1.globo.com/pr/parana/noticia/moro-determina-que-defesa-de-lula-apresente-originais-de-recibos-contestados-pelo-mpf.ghtml,780,114,12,28,0,0,42,0.0,0.16879,0.424069
5481,1562-meta.txt,true,http://cultura.estadao.com.br/noticias/geral-morre-aos-95-anos-a-atriz-tonia-carrero-no-rio-de-janeiro-70002212949,1630,182,1,51,2,0,98,0.00216763,0.216124,0.518064
5482,15-meta.txt,true,https://g1.globo.com/rj/rio-de-janeiro/noticia/anthony-garotinho-deixa-o-complexo-penitenciario-de-gericino-em-bangu-rio.ghtml,713,107,1,20,2,0,30,0.0,0.187279,0.543408
5483,1671-meta.txt,true,https://g1.globo.com/ciencia-e-saude/noticia/por-que-a-uniao-sovietica-foi-a-verdadeira-ganhadora-da-corrida-espacial-e-nao-os-eua.ghtml,2413,311,4,154,1,5,151,0.00380771,0.271167,0.422656
5484,2126-meta.txt,true,http://internacional.estadao.com.br/noticias/geral-havana-ja-nao-tem-para-onde-atirar-70002021662,1673,219,10,110,0,0,94,0.00135501,0.297638,0.507453
5485,1908-meta.txt,true,http://internacional.estadao.com.br/blogs/radar-global/datas-que-marcaram-os-11-anos-de-raul-castro-no-poder/,906,80,0,50,0,0,22,0.0,0.189024,0.491184
5486,2039-meta.txt,true,https://g1.globo.com/politica/noticia/odebrecht-recebia-dinheiro-de-caixa-2-de-cerveja-e-repassava-a-politicos-diz-delator.ghtml,980,150,2,23,4,7,52,0.00350467,0.153652,0.470794
5487,279-meta.txt,true,http://politica.estadao.com.br/blogs/neumanne/unidos-pela-impunidade/,2158,299,12,81,2,4,130,0.00263435,0.205575,0.459958
5488,2179-meta.txt,true,http://brasil.estadao.com.br/noticias/geral-deputado-do-dem-e-ex-ministro-de-dilma-integram-conselho-da-republica-70002227393,613,52,1,21,0,0,15,0.0,0.144068,0.533821
5489,1587-meta.txt,true,http://politica.estadao.com.br/blogs/neumanne/alhos-com-bugalhos/,1608,226,12,103,1,0,111,0.0140449,0.267537,0.504214
5490,2362-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/na-republica-de-curitiba-lula-sera-denunciado-e-apuracao-ampliada/,1350,141,4,53,0,0,44,0.000840336,0.146067,0.446218
5491,2461-meta.txt,true,http://brasil.estadao.com.br/noticias/geral-uso-do-exercito-para-combater-o-crime-nos-estados-cresce-pelo-menos-3-vezes-70002134658,1141,107,4,52,1,0,45,0.00298805,0.230769,0.473108
5492,1092-meta.txt,true,https://g1.globo.com/sao-paulo/noticia/pf-cumpre-mandados-de-busca-e-apreensao-nas-casas-de-joesley-e-saud-em-sao-paulo.ghtml,1787,240,8,47,1,0,57,0.000660502,0.147826,0.398283
5493,385-meta.txt,true,http://economia.estadao.com.br/noticias/geral-ao-g-20-ocde-volta-a-ressaltar-importancia-de-reformas-globais-em-2018-70002233563,1193,153,5,102,0,0,37,0.0,0.304721,0.47469
5494,2834-meta.txt,true,http://politica.estadao.com.br/noticias/geral-programa-do-psdb-defende-choque-de-capitalismo-e-privatizacoes-70002099905,1424,196,5,87,3,0,65,0.00165017,0.283333,0.458746
5495,254-meta.txt,true,http://brasil.estadao.com.br/noticias/rio-de-janeiro-crivella-pede-militares-mas-jungmann-diz-que-nao-cabe-a-prefeitos-solicitacao-70002147493,856,107,2,33,1,0,25,0.0,0.219512,0.549451
5496,1525-meta.txt,true,http://politica.estadao.com.br/blogs/neumanne/muy-amigos/,1910,237,14,65,9,1,107,0.0029656,0.19774,0.420522
5497,341-meta.txt,true,https://g1.globo.com/ba/bahia/noticia/retrospectiva-2017-os-principais-fatos-do-ano-na-bahia.ghtml,3677,439,0,136,0,0,118,0.00375587,0.156711,0.401565
5498,3238-meta.txt,true,http://politica.estadao.com.br/noticias/geral-apos-condenacao-de-lula-petistas-fazem-reuniao-de-emergencia-na-sede-do-partido-em-sp-70002164016,890,126,3,30,2,0,44,0.00133869,0.179941,0.538153
5499,658-meta.txt,true,http://cultura.estadao.com.br/noticias/geral-veja-a-repercussao-da-morte-da-atriz-tonia-carrero-70002213438,842,102,4,30,2,1,65,0.00573066,0.173633,0.518625
5500,1550-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/pf-avanca-sobre-ex-ministros-do-primeiro-escalao-de-lula-e-dilma/,626,59,1,17,0,0,19,0.0,0.140271,0.506108
5501,1148-meta.txt,true,http://politica.estadao.com.br/noticias/geral-assassinato-de-marielle-e-prisao-de-lula-fazem-parte-do-mesmo-processo-diz-pt-70002229190,1258,121,11,62,0,0,45,0.00266667,0.17284,0.445333
5502,3469-meta.txt,true,http://politica.estadao.com.br/blogs/neumanne/desastrado-geral/,2241,297,9,93,0,1,118,0.00397022,0.204289,0.452605
5503,413-meta.txt,true,https://g1.globo.com/rs/rio-grande-do-sul/noticia/trf-4-nega-pedido-da-defesa-de-aldemir-bendine-para-contato-sem-interfone-na-prisao.ghtml,522,53,1,15,0,0,15,0.00210084,0.15736,0.481092
5504,2537-meta.txt,true,https://g1.globo.com/sp/campinas-regiao/noticia/retrospectiva-2017-as-principais-noticias-sobre-politica-na-regiao-de-campinas.ghtml,1655,170,18,53,0,0,32,0.0,0.12381,0.48
5505,2276-meta.txt,true,https://g1.globo.com/mundo/noticia/os-americanos-que-estao-deixando-os-eua-por-causa-de-trump.ghtml,1745,320,10,69,3,0,140,0.0,0.248895,0.416611
5506,1929-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/lula-tinha-pleno-conhecimento-das-propinas-do-mensalao-diz-pedro-correa/,1418,169,7,43,1,0,46,0.000789266,0.13465,0.418311
5507,2865-meta.txt,true,https://g1.globo.com/distrito-federal/noticia/cura-gay-juiz-que-proibiu-punicao-a-quem-propoe-tratamento-nega-ver-homossexuidade-como-doenca.ghtml,1178,185,12,50,1,1,69,0.00301811,0.204396,0.465795
5508,1145-meta.txt,true,https://g1.globo.com/mundo/noticia/eua-coreia-do-sul-e-japao-pedem-que-coreia-do-norte-acabe-com-provocacoes-irresponsaveis.ghtml,249,20,3,19,0,0,7,0.0,0.256098,0.574661
5509,2429-meta.txt,true,https://g1.globo.com/rj/rio-de-janeiro/noticia/crivella-se-reune-com-comerciantes-de-praca-da-vila-kennedy-no-rio.ghtml,578,89,3,13,0,1,27,0.0,0.128205,0.559118
5510,3002-meta.txt,true,http://cultura.estadao.com.br/noticias/musica-belchior-raro-e-pop-e-revisto-em-coletanea-e-homenagens-70001832116,1201,149,3,64,2,0,71,0.00189934,0.287671,0.528965
5511,198-meta.txt,true,http://politica.estadao.com.br/noticias/geral-exercito-teme-politizacao-de-pedidos-de-ajuda-em-ano-eleitoral-70002142241,479,47,1,12,0,0,8,0.0,0.13369,0.555288
5512,2863-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/lula-sabia-e-dava-palavra-final-do-chefe-sobre-caixa-2-diz-joao-santana-a-pgr/,1374,185,2,45,0,0,62,0.000838223,0.155109,0.418273
5513,2736-meta.txt,true,http://politica.estadao.com.br/noticias/geral-protesto-na-sede-da-cgu-impede-entrada-de-ministro-da-transparencia-no-predio-10000054160,372,43,1,10,0,0,4,0.0,0.0993377,0.545455
5514,887-meta.txt,true,https://g1.globo.com/economia/noticia/o-que-acontecera-se-os-eua-ultrapassarem-a-arabia-saudita-como-maior-produtor-de-petroleo-do-mundo.ghtml,1612,192,15,95,0,0,84,0.00493653,0.276846,0.459803
5515,906-meta.txt,true,http://esportes.estadao.com.br/blogs/wagner-gonzalez/f-1-stock-e-wec-agitam-a-cena/,1780,179,2,117,0,0,79,0.0201168,0.313505,0.497729
5516,993-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/romero-juca-codinome-caju-era-devoto-aos-pleitos-da-odebrecht-e-figura-central-do-pmdb/,495,66,0,17,1,0,39,0.0,0.126984,0.548009
5517,2798-meta.txt,true,https://g1.globo.com/sp/campinas-regiao/noticia/campinas-e-tres-cidades-fecham-unidades-do-programa-farmacia-popular-do-governo-federal.ghtml,1062,122,4,40,0,0,35,0.00105932,0.202046,0.408898
5518,3572-meta.txt,true,http://internacional.estadao.com.br/noticias/geral-o-avanco-de-kim-70002003492,1181,163,15,87,0,0,100,0.0,0.394608,0.552555
5519,777-meta.txt,true,https://g1.globo.com/politica/noticia/rodrigo-maia-recebe-temer-e-ministros-na-residencia-oficial-da-camara.ghtml,725,82,7,14,4,0,30,0.0,0.142349,0.491909
5520,3226-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/em-empresa-de-amigo-pf-apreendeu-projeto-de-obra-em-casa-da-filha-do-presidente/,1394,135,1,41,2,0,40,0.0,0.127103,0.430017
5521,2018-meta.txt,true,https://g1.globo.com/mundo/noticia/islandia-pode-se-tornar-primeiro-pais-da-europa-a-proibir-circuncisao-religiosa.ghtml,871,127,13,55,0,0,42,0.00389105,0.282282,0.507134
5522,2077-meta.txt,true,https://g1.globo.com/resumo-do-dia/noticia/quarta-feira-19-de-abril-de-2017.ghtml,758,93,7,32,0,0,26,0.00146843,0.168285,0.606461
5523,770-meta.txt,true,https://g1.globo.com/mundo/noticia/apenas-uma-coisa-vai-funcionar-diz-trump-sobre-coreia-do-norte.ghtml,471,71,4,26,0,0,19,0.0023753,0.229508,0.505938
5524,2000-meta.txt,true,http://viagem.estadao.com.br/noticias/geral-profissionais-que-evitam-roubadas-70001882313,807,115,11,42,5,0,64,0.0214286,0.250804,0.618571
5525,371-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/palocci-cita-a-cena-mais-chocante-do-desmonte-moral-de-lula/,960,105,1,53,0,3,55,0.00121212,0.23743,0.506667
5526,2728-meta.txt,true,https://g1.globo.com/politica/noticia/comissao-aprova-projeto-que-preve-regras-sobre-distribuicao-do-fundo-eleitoral.ghtml,1407,187,17,69,0,0,50,0.0,0.207885,0.398714
5527,3016-meta.txt,true,https://g1.globo.com/mato-grosso/noticia/conselheiro-afastado-pede-ao-stf-autorizacao-para-ter-contato-com-a-mulher-dele-que-e-servidora-do-tce-mt.ghtml,627,83,7,20,0,0,30,0.0,0.15102,0.48917
5528,1227-meta.txt,true,https://g1.globo.com/politica/noticia/deputado-pediu-r-150-milhoes-para-30-votos-contra-impeachment-diz-delator.ghtml,708,105,2,7,14,1,51,0.0,0.13834,0.423759
5529,3362-meta.txt,true,http://politica.estadao.com.br/noticias/geral-isolado-aecio-sofre-resistencia-em-minas-70002222005,795,123,3,36,2,1,40,0.0,0.21194,0.532468
5530,2193-meta.txt,true,https://g1.globo.com/economia/negocios/noticia/saiba-quem-e-ze-mineiro-fundador-da-jbs-e-novo-presidente-da-empresa.ghtml,893,92,2,40,2,0,36,0.0,0.176136,0.467172
5531,1281-meta.txt,true,https://g1.globo.com/mundo/noticia/imagens-mostram-exercicio-militar-realizado-pela-coreia-do-norte-no-aniversario-do-exercito.ghtml,932,106,3,69,0,0,36,0.00116279,0.263014,0.473256
5532,616-meta.txt,true,https://g1.globo.com/mundo/noticia/eua-podem-usar-ameaca-norte-coreana-como-moeda-de-troca-com-seul.ghtml,1093,152,13,80,1,0,51,0.00404449,0.283333,0.463094
5533,33-meta.txt,true,https://g1.globo.com/ap/amapa/noticia/roberto-goes-do-pdt-e-o-deputado-do-ap-que-mais-faltou-na-camara-em-2017.ghtml,545,62,0,17,2,0,25,0.00222717,0.193878,0.507795
5534,3080-meta.txt,true,http://politica.estadao.com.br/blogs/neumanne/quem-leva-vantagem-na-intervencao/,2237,305,8,102,1,3,99,0.002001,0.243056,0.437219
5535,2843-meta.txt,true,http://politica.estadao.com.br/noticias/geral-para-governo--ministra-deve-segurar-acao-no-tse--imp--1751370,598,88,10,20,0,0,29,0.0,0.17004,0.494275
5536,2416-meta.txt,true,http://internacional.estadao.com.br/noticias/geral-em-porto-pesqueiro--muitos-britanicos-querem-distancia-da-uniao-europeia-1861627,1565,203,21,85,1,4,103,0.0,0.251265,0.450071
5537,2514-meta.txt,true,https://g1.globo.com/rs/rio-grande-do-sul/noticia/em-porto-alegre-rodrigo-maia-fala-de-urgencia-em-votar-reformas-e-nega-indicacoes-a-ministerios.ghtml,1397,212,9,58,3,0,73,0.00169779,0.198516,0.439728
5538,2115-meta.txt,true,https://g1.globo.com/resumo-do-dia/noticia/sexta-feira-24-de-marco-de-2017.ghtml,766,104,3,27,0,0,28,0.00145985,0.111111,0.588321
5539,1317-meta.txt,true,https://g1.globo.com/es/espirito-santo/noticia/mae-de-vitima-de-feminicidio-no-es-faz-alerta-no-dia-internacional-da-mulher-nao-tenham-medo-de-falar.ghtml,1360,178,9,43,2,1,77,0.00942588,0.1611,0.424165
5540,2620-meta.txt,true,https://g1.globo.com/politica/noticia/joao-santana-recebeu-no-exterior-porque-nao-havia-reais-suficientes-diz-delator.ghtml,473,55,1,16,0,0,10,0.00239234,0.189944,0.509569
5541,2116-meta.txt,true,https://g1.globo.com/am/amazonas/noticia/delacoes-da-odebrecht-licitacao-da-arena-da-amazonia-teve-acordo-entre-construtoras.ghtml,510,53,0,10,0,0,14,0.0,0.112821,0.515284
5542,1513-meta.txt,true,https://g1.globo.com/politica/noticia/ex-executivos-confirmam-caixa-dois-da-odebrecht-nas-campanhas-de-2014.ghtml,1438,194,7,26,1,0,71,0.0,0.128114,0.344641
5543,766-meta.txt,true,https://g1.globo.com/politica/noticia/justica-federal-determina-suspensao-das-atividades-do-instituto-lula.ghtml,1162,134,7,54,0,0,50,0.0,0.208531,0.444444
5544,3480-meta.txt,true,https://g1.globo.com/pr/parana/noticia/parana-quinta-feira-15-de-marco-de-2018.ghtml,431,39,1,18,0,0,8,0.00527705,0.163522,0.649077
5545,2508-meta.txt,true,https://g1.globo.com/politica/noticia/temer-cancela-ida-a-evento-em-sao-paulo-e-se-reune-com-tucanos-no-jaburu.ghtml,586,58,1,19,0,0,16,0.00197628,0.159292,0.547431
5546,3109-meta.txt,true,http://alias.estadao.com.br/noticias/geral-um-relato-melancolico-de-dentro-da-coreia-do-norte-70002113653,1666,239,4,85,8,10,148,0.0,0.341256,0.487772
5547,649-meta.txt,true,http://internacional.estadao.com.br/noticias/geral-coreia-do-norte-acusa-trump-de-declarar-guerra-a-pyongyang-70002015178,646,86,5,35,0,3,41,0.0,0.232365,0.495667
5548,2662-meta.txt,true,https://g1.globo.com/minas-gerais/noticia/em-delacao-joesley-batista-diz-que-aecio-pediu-para-ele-comprar-imoveis-no-rio-e-em-bh-para-pagar-dividas.ghtml,1820,240,6,61,12,2,97,0.000651042,0.184094,0.383464
5549,1344-meta.txt,true,https://g1.globo.com/mundo/noticia/coreia-do-norte-e-uma-ameaca-que-exige-acao-mundial-diz-trump-em-visita-a-coreia-do-sul.ghtml,649,85,6,51,4,2,34,0.0,0.241667,0.462329
5550,1342-meta.txt,true,https://g1.globo.com/ciencia-e-saude/noticia/veja-avancos-da-ciencia-que-ganharam-destaque-em-2017-e-desafios-que-ficam-para-o-proximo-ano.ghtml,2253,289,14,136,0,0,107,0.0080281,0.257876,0.427496
5551,3314-meta.txt,true,http://cultura.estadao.com.br/noticias/geral-analise-tonia-carreiro-icone-de-classe-e-elegancia-personificadas-70002213242,826,76,1,28,0,0,30,0.0,0.163194,0.600865
5552,2025-meta.txt,true,https://g1.globo.com/mundo/noticia/qual-objetivo-da-otan-com-a-maior-mobilizacao-militar-dos-eua-na-europa-desde-o-fim-da-guerra-fria.ghtml,860,115,3,57,0,0,41,0.00132626,0.264706,0.472149
5553,1308-meta.txt,true,http://internacional.estadao.com.br/noticias/america-do-norte-macron-pede-reacao-da-onu-a-teste-nuclear-na-coreia-do-norte-70001964437,857,97,1,57,1,0,30,0.00130208,0.246201,0.472656
5554,207-meta.txt,true,http://www1.folha.uol.com.br/poder/2018/01/1949343-pt-agenda-reuniao-com-presidente-do-tribunal-que-julgara-lula.shtml,385,37,0,12,0,1,15,0.0,0.164384,0.598214
5555,661-meta.txt,true,http://www.estadao.com.br/noticias/geral-a-ultima-fronteira-da-arte-que-nao-se-curva-ao-preco-887196,2775,402,13,134,18,1,192,0.00293132,0.310811,0.476131
5556,910-meta.txt,true,https://g1.globo.com/rn/rio-grande-do-norte/noticia/promotoria-do-patrimonio-publico-entra-com-acao-para-impedir-saques-do-fundo-previdenciario-do-rn.ghtml,1692,217,19,69,0,1,64,0.0,0.214511,0.418402
5557,2869-meta.txt,true,https://g1.globo.com/mg/sul-de-minas/noticia/ex-diretor-e-ex-contador-de-instituto-de-saude-sao-alvos-de-operacao-do-mp-em-varginha-mg.ghtml,934,90,2,36,0,0,28,0.00360144,0.183735,0.444178
5558,1395-meta.txt,true,https://g1.globo.com/politica/noticia/tj-df-revoga-autorizacao-para-deputado-presidiario-trabalhar-na-camara-durante-o-dia.ghtml,1026,127,4,48,0,0,33,0.00108932,0.217277,0.449891
5559,146-meta.txt,true,https://g1.globo.com/politica/eleicoes/2018/noticia/deputado-jair-bolsonaro-anuncia-filiacao-ao-psl.ghtml,213,18,1,6,0,0,6,0.0,0.168831,0.572973
5560,2690-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/moro-autoriza-e-filha-de-cunha-resgata-passaporte/,393,40,2,14,0,0,10,0.00292398,0.131579,0.576023
5561,1723-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/o-caos-da-seguranca-juridica-no-brasil/,972,110,4,76,0,0,74,0.0,0.421725,0.481743
5562,3206-meta.txt,true,https://g1.globo.com/to/tocantins/noticia/e-importante-que-a-populacao-saiba-a-situacao-que-o-estado-esta-diz-carlesse-sobre-primeiras-medidas-no-governo.ghtml,744,136,6,16,3,1,34,0.00157729,0.178218,0.506309
5563,260-meta.txt,true,https://g1.globo.com/rs/rio-grande-do-sul/noticia/trf4-libera-servidores-do-trabalho-e-suspende-prazos-processuais-no-dia-de-julgamento-do-recurso-de-lula.ghtml,997,125,6,43,0,0,27,0.0,0.198966,0.489796
5564,1981-meta.txt,true,http://brasil.estadao.com.br/noticias/geral-gol-pagara-r-4-mi-por-queda-de-aviao-que-transformou-terra-indigena-em-casa-dos-espiritos-10000087176,525,58,1,31,0,2,19,0.0,0.21,0.553145
5565,2552-meta.txt,true,https://g1.globo.com/sp/sorocaba-jundiai/noticia/selecao-de-acougueiros-do-brasil-disputa-copa-do-mundo-da-carne-e-tenta-evitar-novo-7-a-1.ghtml,993,118,7,41,0,2,43,0.00816803,0.188482,0.499417
5566,2056-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/lava-jato-assistir-ou-nao-assistir-eis-a-questao/,1105,129,8,62,0,1,46,0.00524109,0.274314,0.513627
5567,1474-meta.txt,true,https://g1.globo.com/politica/noticia/lista-de-janot-deve-ser-entregue-nesta-terca-ao-gabinete-de-fachin.ghtml,943,77,2,21,0,0,22,0.0,0.115903,0.493351
5568,3022-meta.txt,true,https://g1.globo.com/rj/rio-de-janeiro/noticia/apontado-pela-policia-como-maior-fornecedor-de-fuzis-para-o-brasil-e-preso-no-estados-unidos.ghtml,1208,157,0,34,5,0,41,0.0,0.142857,0.398104
5569,948-meta.txt,true,https://g1.globo.com/rr/roraima/noticia/ministro-interino-da-defesa-visita-abrigos-para-venezuelanos-em-roraima.ghtml,881,130,2,30,0,2,44,0.0,0.181556,0.513405
5570,1749-meta.txt,true,https://g1.globo.com/ac/acre/noticia/no-acre-pais-improvisam-sala-de-aula-em-casa-para-crianca-com-cancer-que-sonha-em-ir-para-escola.ghtml,847,155,1,19,1,2,48,0.0,0.184524,0.474185
5571,1597-meta.txt,true,https://g1.globo.com/politica/noticia/celso-de-mello-rejeita-acoes-e-mantem-moreira-como-ministro-da-secretaria-geral.ghtml,1076,128,7,50,0,0,28,0.00214823,0.225728,0.441461
5572,1062-meta.txt,true,http://politica.estadao.com.br/noticias/geral-enquanto-houver-bambu-vai-ter-flecha-diz-janot-70001873242,717,112,4,24,4,0,35,0.0,0.191489,0.537543
5573,980-meta.txt,true,https://g1.globo.com/bemestar/noticia/os-jovens-que-vivem-com-a-desconfianca-de-terem-sido-infectados-de-proposito-com-hiv.ghtml,2551,478,21,96,46,3,206,0.0,0.242171,0.406335
5574,1816-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/justica-intima-lula-como-testemunha-de-lobista-preso/,834,120,6,36,0,0,37,0.00136054,0.181818,0.493878
5575,833-meta.txt,true,https://g1.globo.com/rio-de-janeiro/noticia/atriz-rogeria-morre-aos-74-anos-no-rio.ghtml,434,44,3,23,0,0,16,0.0,0.179012,0.536193
5576,2790-meta.txt,true,https://g1.globo.com/pr/parana/noticia/vaccarezza-recebeu-ao-menos-us-438-mil-por-contrato-na-petrobras-diz-pf.ghtml,1776,228,6,68,0,2,75,0.00128205,0.17716,0.421154
5577,2837-meta.txt,true,https://g1.globo.com/politica/noticia/jorge-viana-ve-crise-institucional-gravissima-com-afastamento-de-renan.ghtml,588,80,5,21,1,2,22,0.002,0.211454,0.452
5578,3466-meta.txt,true,http://politica.estadao.com.br/blogs/fausto-macedo/patrimonio-de-filho-de-amigo-de-lula-saltou-de-r-38-mi-para-r-273-mi-em-8-anos/,563,48,2,30,0,0,23,0.00200401,0.203125,0.519038
5579,2580-meta.txt,true,http://politica.estadao.com.br/noticias/geral-vacilei-na-operacao-lava-jato-10000096731,2187,298,11,80,0,0,93,0.00261506,0.17695,0.459728
5580,1722-meta.txt,true,https://g1.globo.com/economia/noticia/perspectiva-de-aprovacao-da-reforma-trabalhista-e-positiva-independente-de-resultado-em-comissao-diz-meirelles.ghtml,1097,164,8,55,3,2,46,0.00106952,0.261391,0.445989
5581,1064-meta.txt,true,https://g1.globo.com/politica/noticia/temer-acha-que-e-itamar-mas-e-sarney-diz-cientista-politico.ghtml,3140,549,29,127,6,0,260,0.00181094,0.258592,0.317639
5582,2585-meta.txt,true,https://g1.globo.com/resumo-do-dia/noticia/quarta-feira-7-de-marco-de-2018.ghtml,835,113,3,44,0,0,38,0.0120968,0.228659,0.594086
5583,1140-meta.txt,true,https://g1.globo.com/politica/noticia/mpf-denuncia-henrique-alves-e-eduardo-cunha-por-propinas-disfarcadas-de-doacoes.ghtml,1911,208,9,72,0,1,59,0.000597015,0.186981,0.370149
5584,647-meta.txt,true,https://g1.globo.com/musica/lollapalooza/2017/noticia/lolla-x-donald-trump-artistas-do-festival-ja-se-declaram-inimigos-do-presidente-dos-eua-veja-declaracoes.ghtml,2775,419,28,127,23,21,253,0.00520607,0.300103,0.436876
5585,2812-meta.txt,true,http://politica.estadao.com.br/noticias/geral-alexandre-de-moraes-toma-posse-como-ministro-em-rapida-cerimonia-no-stf-70001709931,1371,160,4,56,7,1,69,0.0,0.227006,0.443882
5586,947-meta.txt,true,http://internacional.estadao.com.br/blogs/radar-global/relembre-a-troca-de-farpas-entre-trump-e-kim/,1099,134,5,55,8,0,61,0.0,0.289125,0.429926
5587,2354-meta.txt,true,http://economia.estadao.com.br/noticias/geral-sem-reforma-da-previdencia-trajetoria-e-de-mediocridade-70002111024,1311,192,5,62,0,1,72,0.0,0.260417,0.459699
5588,840-meta.txt,true,https://g1.globo.com/mundo/noticia/coreia-do-norte-anuncia-teste-bem-sucedido-com-bomba-de-hidrogenio.ghtml,651,75,4,51,0,0,15,0.0,0.268,0.435811
5589,1049-meta.txt,true,https://g1.globo.com/politica/noticia/temer-comete-gafe-em-video-e-diz-que-governo-tem-feito-voltar-o-desemprego.ghtml,713,113,3,29,1,2,38,0.0,0.181818,0.500855
5590,3027-meta.txt,true,https://g1.globo.com/rs/rio-grande-do-sul/noticia/dilma-depoe-como-testemunha-em-processo-da-operacao-zelotes-contra-lula-e-outras-tres-pessoas.ghtml,513,55,1,13,0,0,7,0.0,0.139303,0.487912
5591,1904-meta.txt,true,https://g1.globo.com/sao-paulo/noticia/antonio-candido-veja-repercussao-da-morte-do-critico-literario.ghtml,978,88,4,58,2,4,73,0.00121507,0.263473,0.515188
5592,434-meta.txt,true,https://g1.globo.com/agenda-do-dia/noticia/sexta-feira-2-de-marco.ghtml,747,90,2,42,0,0,23,0.0015015,0.230769,0.558559
5593,3512-meta.txt,true,http://politica.estadao.com.br/noticias/geral-relator-confirma-voto-pela-acao-contra-cunha--mas-parecer-sera-votado-semana-que-vem-10000002834,1020,156,4,46,0,1,52,0.0,0.203837,0.462585
5594,2285-meta.txt,true,https://g1.globo.com/rs/rio-grande-do-sul/noticia/com-recursos-proprios-cidades-pequenas-conseguem-bons-resultados-em-educacao-na-serra-do-rs.ghtml,1300,159,3,57,0,1,76,0.000890472,0.277778,0.409617
5595,1290-meta.txt,true,https://g1.globo.com/pr/parana/noticia/duque-diz-que-lula-tinha-o-pleno-conhecimento-de-tudo-ao-ser-interrogado-por-sergio-moro.ghtml,2206,323,10,48,16,0,125,0.0,0.170843,0.353602
5596,2012-meta.txt,true,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/homem-baleado-perto-de-escola-e-um-dos-agiotas-que-trocava-cheque-em-branco-com-ex-prefeito-em-ms.ghtml,752,95,0,11,0,0,19,0.00150602,0.107744,0.518072
5597,2672-meta.txt,true,https://g1.globo.com/agenda-do-dia/noticia/quinta-feira-5-de-outubro.ghtml,836,109,4,32,0,0,28,0.00133333,0.217125,0.549333
5598,2916-meta.txt,true,http://politica.estadao.com.br/noticias/geral-marun-diz-estar-decidido-a-apresentar-impeachment-contra-barroso-70002228895,705,145,3,20,9,0,51,0.0114192,0.163333,0.458401
5599,1601-meta.txt,true,https://g1.globo.com/mg/sul-de-minas/noticia/habito-de-reclamar-na-internet-inspira-canal-de-humor-em-mg.ghtml,757,108,1,30,10,0,46,0.00784929,0.24911,0.55416
5600,285-meta.txt,true,https://g1.globo.com/economia/noticia/projecoes-apontam-para-alta-de-ao-menos-1-do-pib-em-2017-e-expansao-mais-robusta-em-2018.ghtml,1176,110,7,73,0,0,19,0.00194742,0.281501,0.384615
5601,3242-meta.txt,true,https://g1.globo.com/pernambuco/noticia/presidente-e-vice-de-associacao-de-pms-sao-presos-por-descumprir-ordem-judicial.ghtml,1624,172,13,75,0,3,48,0.00138793,0.193043,0.388619
5602,39-meta.txt,true,http://saude.estadao.com.br/noticias/geral-um-ano-apos-1-caso-oficial-de-zika--microcefalia-faz-bebe-tomar-ate-rivotril-10000026444,1079,170,1,48,5,0,48,0.00672646,0.287129,0.534753
5603,32-meta.txt,true,https://g1.globo.com/distrito-federal/noticia/bancada-evangelica-na-camara-do-df-pede-revogacao-de-politica-cultural-lgbti.ghtml,866,114,12,52,0,0,36,0.00269542,0.247678,0.47035
5604,946-meta.txt,true,https://g1.globo.com/politica/operacao-lava-jato/noticia/pf-conclui-inquerito-sobre-gleisi-e-ve-indicios-de-corrupcao-e-lavagem-de-dinheiro.ghtml,637,75,5,13,0,0,25,0.0,0.12,0.468421
5605,2263-meta.txt,true,https://g1.globo.com/politica/noticia/presidente-do-pt-diz-que-julgamento-do-recurso-de-lula-teve-votos-combinados-e-foi-uma-farsa-judicial.ghtml,677,83,3,36,0,1,22,0.0,0.218045,0.495114
